N;Funding Year;Progress report;Name of Research Line;Research Lines;Lines Collaboration;Year Published;CR2 Authors;Authors;Issue;Volume;First page;Last page;Article Title;Journal;Volume Issue;Pages;CR2;NO RESEARCHERS;Researchers;Principal Researchers;Full time Researchers;Associate Researchers;Adjoint Researchers;Postdoc;Undergraduated Students;Graduated Students;REGIONAL;FONDECYT;FONDEF;PIA;FONDAP;PAI;EXPLORA;International Cooperation;Astronomia;Becas (PCHA);OTHER (specify);SPECIFY;Journal Name;ISSN;Name Check;Sub Category;Journal Rank;% Journal Rank;Is it top 10 in category;Journal Impact Factor;5 year Journal Impact Factor;Scimago Quartile;Copy for Cites Title;DOI;DOI WOS;WOS Title;Total Citations 2017;Total Citations;Average per Year;c2012;c2013;c2014;c2015;c2016;c2017;c2018;c2019;c2020;c2021;c2022;DOI AFF;AFF Countries;AFF Institutions;TI WOS;Control doi diff;Int collaboration;Nat collab;N° collaboration national WOS;N° collaboration national SCOPUS;File
47.0;2014;2;Dinámica del Clima;CD;1.0;2014.0;;Jara, I. A., & Moreno, P. I.;;90;;;Climatic and disturbance influences on the temperate rainforests of northwestern Patagonia (40 °S) since ∼14,500 cal yr BP;Quaternary Science Reviews;vol.90;181-186;1.0;0;1;;;;;;;;;;;;100;;;;;;;;Quaternary Science Reviews;0277-3791;QUATERNARY SCI REV;Geosciences, Multidisciplinary;10/184;5,43%;1.0;4,521;4,915;Q1;Climatic and disturbance influences on the temperate rainforests of northwestern Patagonia (40 °S) since ∼14,500 cal yr BP;10.1016/j.quascirev.2014.01.024;10.1016/j.quascirev.2014.01.024;Climatic and disturbance influences on the temperate rainforests of northwestern Patagonia (40 degrees S) since similar to 14,500 cal yr BP;;13.0;1,86;0.0;0.0;1.0;1.0;4.0;2.0;1.0;4.0;0.0;;;10.1016/j.quascirev.2014.01.024;{New Zealand, Chile};"{Institute of Ecology and Biodiversity, Santiago, Chile; School of Geography, Environment and Earth Sciences, Victoria University of Wellington, P.O. Box 600, Wellington 6140, New Zealand; Department of Ecological Sciences, Universidad de Chile, Santiago, Chile}";Climatic and disturbance influences on the temperate rainforests of northwestern Patagonia (40°S) since ~14,500calyrBP;TRUE;1.0;1.0;2;2.0;
48.0;2014;2;Biogeoquímica;BGQ;1.0;2014.0;;Kerber, F., Querel, R. R., Rondanelli, R., Hanuschik, R., van den Ancker, M., Cuevas, O., … Czekala, H.;1;439;;;An episode of extremely low precipitable water vapour over Paranal observatory;Monthly Notices of the Royal Astronomical Society;vol.439 is.1;2164-2179;1.0;0;1;;;;;;;;;;;;x;;;;;;;;Monthly Notices of the Royal Astronomical Society;0035-8711;MON NOT R ASTRON SOC;Astronomy & Astrophysics;13/62;20,97%;0.0;4,952;4,729;Q1;An episode of extremely low precipitable water vapour over Paranal observatory;10.1093/mnras/stt2404;10.1093/mnras/stt2404;An episode of extremely low precipitable water vapour over Paranal observatory;;20.0;2,86;0.0;0.0;4.0;3.0;4.0;2.0;3.0;4.0;0.0;;;10.1093/mnras/stt2404;{New Zealand, Germany, Chile};"{European Southern Observatory (ESO), Karl-Schwarzschild-Str. 2, D-85748 Garching, Germany; Dept. Ingenieria electrica, Universidad de Chile, Av. Tupper 2007, Santiago de Chile, Chile; National Institute of Water and Atmospheric Research (NIWA), State Highway 85, Lauder, New Zealand; Dept. Geofisica, Universidad de Chile, Av. Blanca Encalada 2002, Santiago de Chile, Chile; Center for Climate and Resilience Research (CR2), Av. Blanca Encalada 2002, Santiago de Chile, Chile; Dept. de Fisica y Astronomia, Universidad de Valparaiso, Av. Gran Bretana 1111, Valparaiso, Chile; European Southern Observatory (ESO), Alonso de Cordova 3107, Vitacura, Santiago de Chile, Chile; Radiometer Physics GmbH, Birkenmaarstrasse 10, D-53340 Meckenheim, Germany}";An episode of extremely low precipitable water vapour over Paranal observatory;TRUE;1.0;1.0;5;5.0;
49.0;2014;2;Modelación y Sistemas de Observación;MOS;1.0;2014.0;;Lamy, F., Gersonde, R., Winckler, G., Esper, O., Jaeschke, A., Kuhn, G., Lambert, F. … Kilian, R.;6169;343;;;Increased dust deposition in the Pacific Southern Ocean during glacial periods.;Science;vol.343 is.6169;217-228;1.0;0;1;;;;;;;;;;;;;;;;;;;;Science;0036-8075;SCIENCE;Multidisciplinary Sciences;2/69;2,9%;1.0;41,063;43,655;Q1;Increased dust deposition in the Pacific Southern Ocean during glacial periods.;10.1126/science.1245424;10.1126/science.1245424;Increased Dust Deposition in the Pacific Southern Ocean During Glacial Periods;;88.0;12,57;0.0;0.0;7.0;18.0;15.0;15.0;16.0;17.0;0.0;;;10.1126/science.1245424;{United States, Switzerland, Germany, Chile};"{Alfred-Wegener-Institut (AWI) Helmholtz-Zentrum für Polarund Meeresforschung, Bremerhaven, Germany; MARUM-Center for Marine Environmental Sciences, Bremen, Germany; Lamont-Doherty Earth Observatory, Columbia University, Palisades, NY 10964, United States; Department of Earth and Environmental Sciences, Columbia University, NY 10027, United States; Geologisches Institut, ETH Zürich, Zürich, Switzerland; Center for Climate and Resilience Research, University of Chile, Santiago, Chile; Geologie, Fachbereich Raum- und Umweltwissenschaften, Universität Trier, Trier, Germany}";Increased dust deposition in the Pacific Southern Ocean during glacial periods;TRUE;1.0;0.0;1;1.0;
50.0;2014;2;Servicios Ecosistémicos;ECO;1.0;2015.0;;Lara, A., Bahamondez, A., González-Reyes, A., Muñoz, A. A., Cuq, E., & Ruiz-Gómez, C.;;529;;;Reconstructing streamflow variation of the Baker River from tree-rings in Northern Patagonia since 1765;Journal of Hydrology;vol.529;247-255;1.0;0;1;;;;;;;;;;;;;;;;;;;;Journal of Hydrology;0022-1694;J HYDROL;Water Resources;6/85;7,06%;1.0;3,043;3,882;Q1;Reconstructing streamflow variation of the Baker River from tree-rings in Northern Patagonia since 1765;10.1016/j.jhydrol.2014.12.007;10.1016/j.jhydrol.2014.12.007;Reconstructing streamflow variation of the Baker River from tree-rings in Northern Patagonia since 1765;;17.0;2,83;0.0;0.0;0.0;0.0;2.0;1.0;6.0;8.0;0.0;;;10.1016/j.jhydrol.2014.12.007;{Chile};"{Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación, Biodiversidad y Territorio, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Center for Climate and Resilience Research (CR), Chile; Fundación Centro de los Bosques Nativos FORECOS, Chile; Departamento de Geología, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Advanced Mining Technology Centre (AMTC), Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Centro de Tecnologías Ambientales (CETAM), Universidad Técnica Federico Santa María, Valparaíso, Chile; Centro de Estudios Ambientales (CEAM), Universidad Austral de Chile, Valdivia, Chile}";Reconstructing streamflow variation of the Baker River from tree-rings in Northern Patagonia since 1765;TRUE;0.0;1.0;8;8.0;
51.0;2014;2;Servicios Ecosistémicos;ECO;1.0;2015.0;;Little, C., Cuevas, J. G., Lara, A., Pino, M., & Schoenholtz, S.;7;8;;;Buffer effects of streamside native forests on water provision in watersheds dominated by exotic forest plantations;Ecohydrology;vol.8 is.7;403-407;0.0;0;;;;;;;;;;;;;;;;;;;;;Ecohydrology;1936-0584;ECOHYDROLOGY;Environmental Sciences;84/241;34,85%;0.0;2,755;2,946;Q2;Buffer effects of streamside native forests on water provision in watersheds dominated by exotic forest plantations;10.1002/eco.1575;10.1002/eco.1575;Buffer effects of streamside native forests on water provision in watersheds dominated by exotic forest plantations;;18.0;3;0.0;0.0;0.0;1.0;1.0;3.0;6.0;6.0;1.0;;;10.1002/eco.1575;{United States, Chile};"{Center for Climate and Resilience Research (CR)2, Santiago, Chile; Instituto de Conservación, Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Fundación Centro de los Bosques Nativos FORECOS, Valdivia, Chile; Instituto de Investigaciones Agropecuarias, Oficina Técnica INIA Los Ríos, Campus Isla Teja s/n, Casilla 567, Valdivia, Chile; Centro de Investigación en Suelos Volcánicos (CISVo), Facultad de Ciencias Agrarias, Instituto de Ingeniería Agraria y Suelos, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Instituto de Ciencias Ambientales y Evolutivas, Facultad de Ciencias, Universidad Austral de Chile, Casilla 567, Valdivia, Chile; Virginia Water Resources Research Center, Virginia Tech, Blacksburg, VA, United States}";Buffer effects of streamside native forests on water provision in watersheds dominated by exotic forest plantations;TRUE;1.0;1.0;6;6.0;
52.0;2014;2;Dinámica del Clima;CD;1.0;2014.0;;Mechoso, C. R., Wood, R., Weller, R., Bretherton, C. S., Clarke, A. D., Coe, H., Garreaud, R. D., … Zuidema, P.;3;95;;;Ocean-Cloud-Atmosphere-Land Interactions in the Southeastern Pacific: The VOCALS Program;Bulletin of the American Meteorological Society;vol.95 is.3;511-523;1.0;0;1;;;;;;;;;;;;30;;;;;;70;;Bulletin of the American Meteorological Society;0003-0007;B AM METEOROL SOC;Meteorology & Atmospheric Sciences;3/84;3,57%;1.0;7,929;11,126;Q1;Ocean-Cloud-Atmosphere-Land Interactions in the Southeastern Pacific: The VOCALS Program;10.1175/BAMS-D-11-00246.1;10.1175/BAMS-D-11-00246.1;OCEAN-CLOUD-ATMOSPHERELAND INTERACTIONS IN THE SOUTHEASTERN PACIFIC;;51.0;7,29;0.0;0.0;7.0;13.0;14.0;5.0;3.0;9.0;0.0;;;10.1175/BAMS-D-11-00246.1;{United States, United Kingdom, Chile};"{Department of Atmospheric and Oceanic Sciences, University of California University of California, 408 Hilgard Ave, Los Angeles, CA 90045, United States; Department of Atmospheric Sciences, University of Washington, Seattle, WA, United States; Department of Physical Oceanography, Woods Hole Oceanographic Institution, Woods Hole, MA, United States; Department of Oceanography, University of Hawai'i at Mãnoa, Honolulu, HI, United States; School of Earth, Atmospheric and Environmental Sciences, University of Manchester, Manchester, United Kingdom; NOAA/Earth System Research Laboratory, Boulder, CO, United States; Department of Geophysics, Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Instituto Del Mar Del Perú, Circuito-Callao, Peru, United States; College of Earth, Ocean, and Atmospheric Sciences, Oregon State University, Corvallis, OR, United States; Department of Marine, Earth and Atmospheric Sciences, North Carolina State University, Raleigh, NC, United States; Rosenstiel School of Marine and Atmospheric Science, University of Miami, Miami, FL, United States}";Ocean-cloud-atmosphere-land interactions in the southeastern pacific;TRUE;1.0;0.0;2;1.0;
53.0;2014;2;Biogeoquímica;BGQ;1.0;2014.0;;Mohtadi, M., Prange, M., Oppo, D. W., de Pol-Holz, R., Merkel, U., Zhang, X., … Lückge, A.;7498;509;;;North Atlantic forcing of tropical Indian Ocean climate.;Nature;vol.509 is.7498;1205-1217;1.0;0;1;;;;;;;;;;;;x;;;;;;;;Nature;0028-0836;NATURE;Multidisciplinary Sciences;1/63;1,59%;1.0;38,138;41,458;Q1;North Atlantic forcing of tropical Indian Ocean climate.;10.1038/nature13196;10.1038/nature13196;North Atlantic forcing of tropical Indian Ocean climate;;87.0;12,43;0.0;0.0;5.0;15.0;12.0;16.0;28.0;11.0;0.0;;;10.1038/nature13196;{United States, Germany, Chile};"{MARUM-Center for Marine Environmental Sciences, University of Bremen, 28359 Bremen, Germany; Geology and Geophysics, Woods Hole Oceanographic Institution, Woods Hole, MA 02543, United States; Department of Oceanography, University of Concepción, Concepción, Chile; Federal Institute for Geosciences and Natural Resources, 30655 Hannover, Germany}";North Atlantic forcing of tropical Indian Ocean climate;TRUE;1.0;0.0;1;1.0;
54.0;2014;2;"Dinámica del Clima;Modelación y Sistemas de Observación;Servicios Ecosistémicos";CD, MOS, ECO;3.0;2014.0;;Moreno, P. I., Vilanova, I., Villa-Martínez, R., Garreaud, R., Rojas, M., & de Pol-Holz, R.;;5;;;Southern Annular Mode-like changes in southwestern Patagonia at centennial timescales over the last three millennia.;Nature Communications;vol.5;357-375;4.0;0;4;;;;;;;;;25;;;50;;;;;;;;Nature Communications;2041-1723;NAT COMMUN;Multidisciplinary Sciences;5/69;7,25%;1.0;11,878;13,811;Q1;Southern Annular Mode-like changes in southwestern Patagonia at centennial timescales over the last three millennia.;10.1038/ncomms5375;10.1038/ncomms5375;Southern Annular Mode-like changes in southwestern Patagonia at centennial timescales over the last three millennia;;55.0;7,86;0.0;0.0;1.0;3.0;10.0;12.0;12.0;17.0;0.0;;;10.1038/ncomms5375;{Argentina, Chile};"{Department of Ecological Sciences, Universidad de Chile, Las Palmeras 3425, Casilla 653, Santiago, Chile; Institute of Ecology and Biodiversity, Universidad de Chile, Las Palmeras 3425, Casilla 653, Santiago, Chile; Center for Climate Research and Resilience, Universidad de Chile, Blanco Encalada 2002, Santiago 8370449, Chile; CONICET, Museo Argentino de Ciencias Naturales Bernardino Rivadavia, Sección Palinología del Cuaternario, Av. Angel Gallardo 470, Buenos Aires C1405DJR, Argentina; GAIA-Antártica, Universidad de Magallanes, Avenida Bulnes 01890, Punta Arenas 621-0427, Chile; Department of Geophysics, Universidad de Chile, Blanco Encalada 2002, Santiago 8370449, Chile; Department of Oceanography, Universidad de Concepción, Barrio Universitario, s/n, Casilla 160-C, C-Concepción, Chile}";Southern annular mode-like changes in southwestern Patagonia at centennial timescales over the last three millennia;TRUE;1.0;1.0;6;6.0;
55.0;2014;2;Dimensión Humana;HD;1.0;2014.0;;Nahuelhual, L., Carmona, A., Laterra, P., Barrena, J., & Aguayo, M.;;40;;;A mapping approach to assess intangible cultural ecosystem services: The case of agriculture heritage in Southern Chile;Ecological Indicators;vol.40;76-80;2.0;0;2;;;;;;;;;;;;;;;;;;;;Ecological Indicators;1470-160X;ECOL INDIC;Environmental Sciences;52/225;23,11%;0.0;3,19;3,649;Q1;A mapping approach to assess intangible cultural ecosystem services: The case of agriculture heritage in Southern Chile;10.1016/j.ecolind.2014.01.005;10.1016/j.ecolind.2014.01.005;A mapping approach to assess intangible cultural ecosystem services: The case of agriculture heritage in Southern Chile;;29.0;4,14;0.0;0.0;0.0;3.0;6.0;9.0;2.0;8.0;1.0;;;10.1016/j.ecolind.2014.01.005;{Argentina, Chile};"{Instituto de Economía Agraria, Universidad Austral de Chile, Casilla #567, Valdivia, Chile; Fundación Centro de Los Bosques Nativos FORECOS, Chile; Center for Climate and Resilience Research (CR2), Chile; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto Nacional de Tecnología Agropecuaria, Universidad Nacional de Mar Del Plata, Balcarce, Argentina; Centro EULA, Universidad de Concepción, Concepción, Chile}";A mapping approach to assess intangible cultural ecosystem services: The case of agriculture heritage in Southern Chile;TRUE;1.0;1.0;4;4.0;
56.0;2014;2;Dinámica del Clima;CD;1.0;2014.0;;Pesce, O. H., & Moreno, P. I.;;90;;;Vegetation, fire and climate change in central-east Isla Grande de Chiloé (43°S) since the Last Glacial Maximum, northwestern Patagonia;Quaternary Science Reviews;vol.90;art4375;1.0;0;1;;;;;;;;;;;;;;;;;;;;Quaternary Science Reviews;0277-3791;QUATERNARY SCI REV;Geosciences, Multidisciplinary;10/184;5,43%;1.0;4,521;4,915;Q1;Vegetation, fire and climate change in central-east Isla Grande de Chiloé (43°S) since the Last Glacial Maximum, northwestern Patagonia;10.1016/j.quascirev.2014.02.021;10.1016/j.quascirev.2014.02.021;Vegetation, fire and climate change in central-east Isla Grande de Chi loe (43 degrees S) since the Last Glacial Maximum, northwestern Patagonia;;24.0;3,43;0.0;0.0;0.0;3.0;3.0;4.0;7.0;6.0;1.0;;;10.1016/j.quascirev.2014.02.021;{Chile};{Departamento de Ciencias Ecológicas and Instituto de Ecología y Biodiversidad, Universidad de Chile, Chile};Vegetation, fire and climate change in central-east Isla Grande de Chiloé (43°S) since the Last Glacial Maximum, northwestern Patagonia;TRUE;0.0;0.0;2;1.0;
57.0;2014;2;Dimensión Humana;HD;1.0;2014.0;;Romero-Lankao, P., Hughes, S., Qin, H., Hardoy, J., Rosas-Huerta, A., Borquez, R., & Lampis, A.;;42;;;Scale, urban risk and adaptation capacity in neighborhoods of Latin American cities;Habitat International;vol.42;90-101;1.0;0;1;;;;;;;;;;;;;;;;;;;;Habitat International;0197-3975;HABITAT INT;Urban Studies;6/39;15,38%;0.0;2,029;2,191;Q1;Scale, urban risk and adaptation capacity in neighborhoods of Latin American cities;10.1016/j.habitatint.2013.12.008;10.1016/j.habitatint.2013.12.008;Scale, urban risk and adaptation capacity in neighborhoods of Latin American cities;;22.0;3,14;0.0;0.0;0.0;6.0;5.0;2.0;4.0;5.0;0.0;;;10.1016/j.habitatint.2013.12.008;{United States, Argentina, Colombia, Chile, Mexico};"{Urban Futures, National Center for Atmospheric Research, United States; Metropolitan Autonomous University, Mexico; Center for Climate and Resilience Research, Chile; University of Missouri-Columbia, United States; Universidad Nacional de Colombia, Colombia; IIED - America Latina, Argentina}";Scale, urban risk and adaptation capacity in neighborhoods of Latin American cities;TRUE;1.0;0.0;1;1.0;
58.0;2014;2;Servicios Ecosistémicos;ECO;1.0;2014.0;;Romero-Mieres, M., González, M. E., & Lara, A.;3;35;;;Recuperación natural del bosque siempreverde afectado por tala rasa y quema en la Reserva Costera Valdiviana, Chile;Bosque;vol.35 is.3;143-157;2.0;0;2;;;;;;;;;;;;;;;;;;;;Bosque;0717-9200;BOSQUE;Forestry;49/66;74,24%;0.0;0,556;0,7;Q3;Recuperación natural del bosque siempreverde afectado por tala rasa y quema en la Reserva Costera Valdiviana, Chile;10.4067/S0717-92002014000300001;10.4067/S0717-92002014000300001;Natural recovery of the evergreen forest affected by clearcutting and burning in the Valdivian Coastal Reserve, Chile;;6.0;0,86;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;;;10.4067/S0717-92002014000300001;{Chile};"{Universidad Austral de Chile, Instituto de Conservación, Biodiversidad y Territorio, Laboratorio Ecología de Bosques, Valdivia, Chile; Universidad Católica de Temuco, Escuela de Ciencias Ambientales, Temuco, Chile}";Natural recovery of the evergreen forest affected by clearcutting and burning in the Valdivian Coastal Reserve, Chile [Recuperación natural del bosque siempreverde afectado por tala rasa y quema en la Reserva Costera Valdiviana, Chile];TRUE;0.0;0.0;2;2.0;
